Query,Sentence,Status,Reason,Similarity,SimilarTo
怕开车犯困，讲个精彩的故事,给我来个精彩的神话故事提提神,passed,passed,,
讲个有趣的故事，在堵车时乐一乐,堵车的时候给我来个好玩的故事,passed,passed,,
每天上班开车太无聊，讲个故事,给我讲个故事,passed,passed,,
被堵得没脾气了，讲个故事安抚我一下,麻烦快点给我讲个故事，我被堵在路上快没耐心了,passed,passed,,
工作一整天开车回家，讲个故事放松下,请播放个故事，让我放松放松心情,passed,passed,,
"孩子在车上,讲个适合孩子的故事",请给小朋友讲个合适的故事,passed,passed,,
堵车厉害，讲个故事让我心情好点,我现在心情不太好，播放个故事改善下心情,passed,passed,,
讲个有哲理的故事，路上思考思考,能给我来个有深刻哲理的故事，路上琢磨琢磨,passed,passed,,
"讲个充满想象力的故事,让孩子发挥想象",麻烦说个充满奇思妙想的故事，激发孩子的想象,passed,passed,,
给孩子讲个有教育意义的故事,麻烦给小朋友讲个有启迪作用的故事,passed,passed,,
一家人出去玩，讲个欢乐的故事,旅途中给讲个逗趣的故事,passed,passed,,
"讲个故事,一起讨论",请给我讲个民间故事，之后一起探讨,passed,passed,,
我和我的朋友们都在车上，讲个故事活跃下气氛,我和朋友在车上有点无聊，讲个故事提提气氛,passed,passed,,
讲个能增长见识的故事,能给我讲个能增长见识的奇闻轶事吗,passed,passed,,
讲个温馨的故事，让我享受下路上的家庭时光,给我放个温暖的故事，让我好好享受这段时光,passed,passed,,
讲个好玩的故事，大家乐一乐,麻烦播报个搞笑的故事,passed,passed,,
讲个故事，开启我们的话题,能不能开启一个故事话题,passed,passed,,
讲个令人难忘的故事，给这次家庭出游留下美好的回忆,请讲个感人的故事，为这次山区出游增添美好的回忆,passed,passed,,
讲个商务谈判的故事，给我启发下思路,麻烦给我讲个商务合作的故事，启发下思路,passed,passed,,
讲个有关友情的故事，增进咱们的感情,请说个有关患难情的传说，增进咱们的感情,passed,passed,,
去谈业务，有点紧张，讲个故事我缓解下,麻烦给我播放个故事，我等会要参加演讲，有点紧张,passed,passed,,
讲个能提升个人素养的故事,给我讲个能提升素养的故事,passed,passed,,
面对重要业务，给我讲个故事调整下心态,在面对重要面试时，麻烦给我播放个故事调节下心态,passed,passed,,
讲个动人的故事，丰富下我的内心世界,麻烦给我讲个感人的事迹，丰富下我的精神世界,passed,passed,,
讲个能让我成长的故事,帮我讲个能助力我成长的故事,passed,passed,,
今天我只能一个人出来玩，给我讲个故事排解下孤独,请给我讲个故事，我一个人开车太孤独了,passed,passed,,
独自开夜车有点害怕，给我讲个故事壮壮胆,独自晚上开车心里有点发怵，麻烦你快点给我讲个故事壮壮胆,passed,passed,,
讲个故事让我享受下车内独处的宁静,给我来个睡前故事，让我在车里静静享受宁静,passed,passed,,
讲个故事给我增添些夜晚乡间小路驾驶的安全感,请给我讲个故事，让我在夜晚城市道路驾驶时更安心,passed,passed,,
车外风大雨大，我的宝宝坐后排有点怕，给他讲个故事分散下注意力,麻烦快点给宝宝播放个有趣的故事，让他别害怕了,passed,passed,,
这段路伸手不见五指，讲个故事度过这段路,请讲个故事，让我在这段路上不无聊,passed,passed,,
大雨天开车艰难，来个故事鼓励下我,可以给我放个励志故事鼓励鼓励我吗,passed,passed,,
这会车外面下大雪，车开得我有点紧张，讲个故事让我放松点,外面这狂风呼啸的，开车让我有些紧张，你讲个故事让我放松放松,passed,passed,,
给我的宝宝讲个童话故事,麻烦给我的孩子讲个神话故事,passed,passed,,
给我讲个中国科幻故事,请给我讲个日本科幻故事,passed,passed,,
天气不好，我女朋友坐副驾很担心我的驾驶技术，给她讲个故事缓解下,请幽默地给我说个笑话，这鬼天气不好，我女朋友坐副驾老担心我开车技术，让她别那么紧张,passed,passed,,
给我讲个80年代的故事,请给我讲个70年代的故事,passed,passed,,
给我讲个古代的故事,麻烦给我讲一个古代的寓言,passed,passed,,
给我的宝宝讲个孙悟空的故事,帮我给孩子说个后羿射日的故事,passed,passed,,
我想听晴天小猪的故事,麻烦播放一下小红帽的故事,passed,passed,,
附近能做正宗淮扬菜的中餐厅推荐,麻烦推荐一家附近能做地道淮扬菜的中餐厅,passed,passed,,
周边有没有适合家庭聚餐的中餐厅推荐,麻烦找一下周边适合家庭聚餐的粤菜馆,passed,passed,,
新街口附近有情调的西餐厅推荐,请推荐一下玄武湖附近有格调的西餐厅,passed,passed,,
周边食材新鲜的火锅店推荐,请给我推荐周边的潮汕牛肉火锅店,passed,passed,,
推荐百家湖附近能唱KTV的商场,麻烦推荐夫子庙附近能唱KTV的商场,passed,passed,,
附近有儿童套餐的火锅店推荐,麻烦推荐一下附近有儿童餐的重庆老火锅店,passed,passed,,
推荐南京奥体中心附近有包厢的中餐厅,帮我推荐一下北京故宫附近有包间的火锅店,passed,passed,,
推荐华采天地提供宝宝椅的餐厅,请推荐河西金鹰世界有宝宝椅的餐厅,passed,passed,,
南京奥体附近有大桌的餐厅推荐,请给我推荐广州塔附近有景观位的餐厅,passed,passed,,
徐庄软件园周边能免费停车的餐厅,麻烦找一下望京软件园周边能免费停车的餐厅,passed,passed,,
南京奥体附近有WiFi的餐厅推荐,请给我推荐一下北京王府井附近有WiFi的餐厅,passed,passed,,
百家湖附近有充电宝的餐厅推荐,请给我推荐夫子庙附近有充电宝的餐厅,passed,passed,,
南京玄武湖附近有露天位的餐厅推荐,帮我找找广州塔附近有露天位的餐厅,passed,passed,,
元通地铁站附近有10人以上大桌的餐厅推荐,麻烦推荐一下新街口附近能坐10人以上大桌的餐厅,passed,passed,,
仙林湖附近可到店自提的餐厅推荐,请给我推荐新街口附近能到店自提的餐厅,passed,passed,,
新街口附近有儿童游乐区的饭店推荐,麻烦推荐新街口附近有儿童游乐区的火锅店,passed,passed,,
新街口附近有无障碍设施的饭店推荐,请推荐下西湖附近有露天座位的饭店,passed,passed,,
这个周末我要和朋友们聚餐，8个大人，4个小宝宝，帮我推荐个仙林金鹰附近的餐厅,请给我推荐一家夫子庙附近能容纳8个大人和4个小宝宝聚餐的餐厅,passed,passed,,
周边可带宠物的餐厅帮忙推荐一下,请给我推荐一些周边允许带宠物的饭店,passed,passed,,
上海世纪公园附近可预约的火锅店推荐,请帮我推荐下成都人民公园附近能预约的火锅店,passed,passed,,
推荐仙林湖周边禁烟的餐厅,麻烦推荐一下新街口周边禁烟的餐厅,passed,passed,,
帮我在江宁大学城找个能吃淮扬菜然后又能和朋友开黑的地方,帮我在新街口找个能吃湘菜然后又能和朋友看电影的地方,passed,passed,,
我手机快没电了，给我推荐个万达茂附近人家100，评分4.5以上的烤肉店,帮我找个大悦城附近人均100，评分4.5以上的日式烤肉店,passed,passed,,
我想喝库迪，我朋友想喝茉沏，帮我们找个仙林附近的商场,请帮我们找个鼓楼附近能喝星巴克和奈雪的茶的商场,passed,passed,,
帮我找下红枫科技园附近半夜1点还营业的烧烤店，要能堂食的那种,麻烦帮我导航到万达广场附近半夜2点还营业的烧烤店,passed,passed,,
推荐周边的加油站,麻烦推荐一下附近的换电站,passed,passed,,
我想喝咖啡，帮我在羊山公园附近找下库迪，且可以点外卖的,请在王府井附近找下星巴克，能点外卖的,passed,passed,,
附近的充电桩推荐,请给我推荐附近的换电站,passed,passed,,
推荐元通地铁站附近的休闲娱乐场所,帮我找找新街口附近的休闲娱乐场所,passed,passed,,
附近有情侣座的电影院推荐,麻烦推荐一下附近有情侣座的影城,passed,passed,,
推荐周边的停车场,帮我推荐周边的停车场地,passed,passed,,
推荐一下百家湖附近能免费停车的电影院,请给我推荐夫子庙附近能免费停车的电影院,passed,passed,,
推荐下新街口附近提供免费茶点的KTV,麻烦推荐下新街口附近提供免费饮料的KTV,passed,passed,,
推荐下新街口附近可点餐的KTV,帮我推荐夫子庙附近能点餐的棋牌室,passed,passed,,
帮我找附近21点还营业的，评分高于4.7的按摩店,麻烦帮我找一下附近22点还营业的推拿按摩店,passed,passed,,
推荐下新街口附近提供酒水的休闲娱乐场所,请推荐下中山陵附近提供茶饮的休闲娱乐场所,passed,passed,,
推荐仙林湖周边可观影的休闲娱乐场所,麻烦推荐仙林湖周边能观影的娱乐场所,passed,passed,,
新街口周边宾客不限的休闲娱乐场所推荐,麻烦推荐一下玄武湖周边宾客不限的休闲娱乐场所,passed,passed,,
周边有共享充电宝的休闲娱乐场所推荐下,麻烦给我推荐周边有咖啡馆的休闲场所,passed,passed,,
百家湖附近提供零食的休闲娱乐场所推荐,能不能给我推荐夫子庙附近提供下午茶的休闲娱乐场所,passed,passed,,
新街口附近有巨幕厅的电影院推荐,麻烦给推荐一下新街口附近有巨幕厅的影剧院,passed,passed,,
附近提供充电线的休闲娱乐场所推荐,麻烦推荐一下附近能充电的茶馆,passed,passed,,
推荐新街口周边有沙发位的休闲娱乐场所,请帮我推荐一下中山陵周边有按摩椅的休闲场所,passed,passed,,
推荐新街口周边有卡座的休闲娱乐场所,麻烦推荐一下玄武湖周边有独立空间的休闲娱乐场所,passed,passed,,
附近可带宠物的休闲娱乐场所推荐,麻烦帮我推荐附近可以带宠物去的公园,passed,passed,,
推荐新街口周边无最低消费的休闲娱乐场所,麻烦给我推荐一下珠江路周边无最低消费的休闲娱乐场所,passed,passed,,
附近有VIP影厅的电影院帮忙推荐下,请给我推荐几家附近有4D影厅的电影院,passed,passed,,
新街口附近有简餐的休闲娱乐场所推荐,麻烦给我推荐一下珠江路附近有甜品的休闲娱乐场所,passed,passed,,
新街口附近提供啤酒的休闲娱乐场所推荐,帮我推荐一下玄武湖附近提供红酒的休闲娱乐场所,passed,passed,,
天隆寺地铁站附近有娃娃机的休闲娱乐场所推荐,麻烦推荐鼓楼地铁站附近有射箭项目的娱乐场所,passed,passed,,
天隆寺地铁站附近有一次性床单的休闲娱乐场所推荐,麻烦推荐张府园地铁站附近能提供一次性拖鞋的休闲场所,passed,passed,,
天隆寺地铁站附近有一次性毛巾的休闲娱乐场所推荐,能不能推荐夫子庙地铁站附近有一次性牙刷的休闲娱乐场所,passed,passed,,
推荐天隆寺地铁站附近有一次性洗浴用品的休闲娱乐场所,麻烦推荐鸡鸣寺地铁站附近有桌游的休闲场所,passed,passed,,
推荐下天隆寺地铁站附近有儿童游乐区的休闲娱乐场所,帮我推荐夫子庙附近有儿童游乐区的休闲场所,passed,passed,,
帮我推荐新街口有简餐、能观影还可以免费停车的休闲娱乐场所,麻烦给我推荐新街口有甜品、能打台球还能免费上网的休闲场所,passed,passed,,
周边有驻唱的休闲娱乐场所推荐,麻烦推荐一下周边有歌手驻唱的休闲娱乐场所,passed,passed,,
附近有泳池的酒店推荐,麻烦推荐一下周边带泳池的酒店,passed,passed,,
周边交通便利的酒店推荐,麻烦给我推荐周边交通便利的酒店,passed,passed,,
朱家尖能看到海景的民宿推荐,帮我推荐一下南澳岛能看到海景的民宿,passed,passed,,
推荐玄武湖附近的五星级酒店,请给我推荐一下八达岭长城附近的四星级酒店,passed,passed,,
周边有棋牌室的酒店推荐,麻烦推荐一下周边有棋牌室的酒店,passed,passed,,
玄武湖周边有茶室的酒店推荐,麻烦推荐一下紫金山周边有茶室的酒店,passed,passed,,
玄武湖周边有咖啡厅的酒店推荐,麻烦推荐一下莫愁湖周边有酒吧的酒店,passed,passed,,
玄武湖周边有酒吧的酒店推荐,麻烦推荐一下西湖周边有健身房的酒店,passed,passed,,
推荐下玄武湖周边有泳池的酒店推荐,请推荐下黄山周边有泳池的酒店,passed,passed,,
推荐下玄武湖周边有KTV的酒店推荐,麻烦给我推荐秦淮河周边有KTV的民宿,passed,passed,,
玄武湖周边有大堂吧的酒店推荐,请给我推荐一下西湖周边有游泳池的酒店,passed,passed,,
玄武湖周边有会议厅的酒店推荐,麻烦推荐下紫金山周边有会议厅的酒店,passed,passed,,
玄武湖周边接待外宾的酒店推荐,麻烦给推荐一下西湖周边接待外宾的酒店,passed,passed,,
南京奥体中心周边提供行李寄存服务的酒店推荐,麻烦推荐一下广州塔周边提供行李寄存服务的酒店,passed,passed,,
南京奥体中心周边提供租车服务的酒店推荐,麻烦给我推荐广州塔周边提供租车服务的酒店,passed,passed,,
推荐下南京奥体中心附近有spa服务的酒店,请推荐一下广州塔附近有游泳池的酒店,passed,passed,,
推荐下南京奥体中心附近有叫醒服务的酒店,帮我找下广州塔附近有免费接送服务的酒店,passed,passed,,
南京奥体中心周边提供送餐服务的酒店推荐,请给我推荐广州塔周边提供送餐服务的酒店,passed,passed,,
南京奥体中心周边提供机器人服务的酒店推荐,请推荐广州塔周边提供智能导览服务的酒店,passed,passed,,
推荐下南京奥体中心附近有洗衣服务的酒店,帮我找一下北京王府井附近有健身房的酒店,passed,passed,,
推荐下南京奥体中心附近能快速入住退房的酒店,帮我找一下广州塔附近能快速入住退房的酒店,passed,passed,,
南京奥体中心周边提供接机服务的酒店推荐,麻烦给我推荐一下广州塔周边提供免费接送服务的酒店,passed,passed,,
推荐下南京奥体中心附近有接站服务的酒店,帮我推荐下北京王府井附近有免费接送机服务的酒店,passed,passed,,
推荐青岛第一海滨浴场周边有水上乐园的酒店,麻烦给我推荐三亚亚龙湾海滨浴场周边带游泳池的酒店,passed,passed,,
南京奥体中心周边有儿童拖鞋的酒店推荐,麻烦给我推荐上海奥体周边有儿童牙刷的酒店,passed,passed,,
推荐东方明珠附近有儿童乐园的酒店,帮我推荐一下鸟巢附近有儿童游乐区的酒店,passed,passed,,
南京奥体中心周边有儿童牙刷的酒店推荐,麻烦给我推荐一下广州塔周边有儿童绘本的酒店,passed,passed,,
南京奥体中心周边提供儿童玩具的酒店推荐,帮我推荐上海东方明珠周边提供儿童玩具的酒店,passed,passed,,
帮我推荐夫子庙附近可快速入住、有机器人送餐的酒店,给我推荐老门东附近能快速入住、有机器人送餐的酒店,passed,passed,,
周边有母婴室的景点推荐,给我推荐周边有母婴室的公园,passed,passed,,
附近有卫生间的自然风光景点推荐,请给我推荐周边带卫生间的公园景点,passed,passed,,
推荐附近有吸烟区的景点,请给我推荐附近有吸烟区域的广场,passed,passed,,
南京安德门附近有礼品商店的景点推荐,麻烦推荐一下广州塔附近有礼品店的景点,passed,passed,,
推荐附近有自动贩卖机的景点,麻烦推荐一下附近有餐厅的景点,passed,passed,,
推荐周边有储物柜租赁的景点,麻烦给我推荐周边有行李寄存的景点,passed,passed,,
推荐周边有餐厅的景点,帮我推荐一下周边带餐馆的旅游景点,passed,passed,,
推荐附近有景区讲解的景点,帮我找找附近配备讲解服务的景点,passed,passed,,
推荐南京铁心桥附近可停车的景点,请推荐一下北京王府井附近可停车的景点,passed,passed,,
周边提供导游服务的景点推荐,麻烦推荐下周边带导游服务的展览馆,passed,passed,,
推荐周边可带宠物的景点,麻烦推荐一些周边适合带宠物游玩的公园,passed,passed,,
推荐万达茂附近有保安服务的景点,麻烦推荐一下环球中心附近有安保服务的景点,passed,passed,,
推荐周边无需取票的景点,请给我推荐周边免门票的公园,passed,passed,,
推荐南京奥体中心周边提供轮椅租赁服务的景点,能不能给我推荐一下上海东方明珠周边提供轮椅租赁服务的景点,passed,passed,,
推荐天隆寺地铁站附近免费开放的景点,麻烦给我推荐一下夫子庙附近免费的景点,passed,passed,,
推荐南京农业大学卫岗校区周边的5A级景点,麻烦推荐一下上海交通大学闵行校区周边的3A级景点,passed,passed,,
帮我推荐南京奥体附近有导游和讲解的免费景点,能不能给我推荐北京故宫附近有讲解的免费景点,passed,passed,,
推荐一些能带孩子接受爱国主义教育的地方,麻烦推荐一些适合带孩子去接受爱国主义教育的展览馆,passed,passed,,
搜索一些带3岁小孩去玩能学到点东西又能户外锻炼的地方，要求由近到远排列,麻烦搜索一些适合带6岁孩子去，既能学习又能户外锻炼的博物馆，按距离由近到远排列,passed,passed,,
推荐些万达茂附近的图书馆,麻烦推荐一下王府井附近的美术馆,passed,passed,,
我想去采蓝莓，帮我推荐一下仙林湖周边有没有,麻烦给我推荐一下仙林湖附近的蓝莓采摘地,passed,passed,,
有视频时,当有视频播放时,passed,passed,,
"1.给我推荐些新街口附近的KTV
2.要量贩式的然后靠着地铁口的",给我推荐些夫子庙周边的KTV,passed,passed,,
周边中餐厅推荐,麻烦给我推荐几家周边火锅店,passed,passed,,
没有视频时,在视频处于未播放状态时,passed,passed,,
点击APP窗口外空白区域,麻烦点一下APP窗口外面的地方,passed,passed,,
图片和视频都没有时,请描述一下既没有图像也没有影像的情况,passed,passed,,
美食/地方菜/北京菜等支持的POI品类举例,麻烦举例一些地方菜的POI品类,passed,passed,,
去广州旅游三天行程规划,请规划一个到上海旅游三天的行程,passed,passed,,
帮我规划一下上海、南京、杭州的7日游玩的行程,麻烦帮我规划一下成都、重庆、贵阳的7日游玩行程,passed,passed,,
安吉三日游行程规划,麻烦给我弄一个全面的南浔三日游行程规划,passed,passed,,
去上海旅游三天行程规划,麻烦规划一下去广州旅游三天的行程,passed,passed,,
丽江五日行程规划,麻烦规划一下香格里拉五日的行程,passed,passed,,
帮我规划一个三天行程,麻烦帮我规划一个三天去颐和园的行程,passed,passed,,
帮我规划一个三天行程,能不能帮我规划一个三天去国家大剧院的行程,passed,passed,,
我想暑假带孩子去西安玩7天，帮我规划一下,请帮我规划一下暑假带孩子去南京玩7天的行程,passed,passed,,
帮我规划上海行程,请帮我规划一下颐和园的行程,passed,passed,,
帮我规划上海三天行程,麻烦给我规划一下北京三天的旅行行程,passed,passed,,
帮我规划一个新加坡五天游玩的行程,麻烦给我规划一个法国六天游玩的行程,passed,passed,,
广州自然风光的三日行程规划,请规划一下杭州自然三日游行程,passed,passed,,
介绍具体景点信息,麻烦介绍一下颐和园的信息,passed,passed,,
介绍具体景点信息,能不能介绍一下国家大剧院的信息,passed,passed,,
上海周末适合带孩子去哪里玩,麻烦找一下上海周末适合亲子游玩的公园,passed,passed,,
"帮我规划一个云南五日行程
",麻烦给我规划一个大理五日行程,passed,passed,,
添加新的景点,麻烦添加新的景点，像国家大剧院,passed,passed,,
第一天我想去故宫,第一天我想去国家大剧院,passed,passed,,
"帮我规划一个北京五日行程
",麻烦帮我规划一个颐和园五日行程,passed,passed,,
我想暑假去,我打算暑假去国家大剧院看看,passed,passed,,
帮我介绍下故宫,麻烦给我介绍下国家大剧院,passed,passed,,
帮我规划一个南京五日行程,麻烦给我规划一个苏州五日的旅游行程,passed,passed,,
我想去自然风光类的景点,我打算去那种有山有水的自然景点,passed,passed,,
明孝陵我去过了，帮我换一个,我去过明孝陵了，麻烦给我换个博物馆,passed,passed,,
故宫门票多少钱,请帮我问问天坛门票的价格是多少,passed,passed,,
帮我规划一个五一丽江五日行程,请帮我规划一个五一去香格里拉的五日行程,passed,passed,,
玉龙雪山几点到几点开,麻烦查一下贡嘎雪山开放时间是几点到几点,passed,passed,,
删除行程,麻烦把这个行程删除,passed,passed,,
行程中删除添加的美食地点,麻烦把行程里添加的汉堡王地点删除,passed,passed,,
"我想去上海玩儿三天,有什么推荐的路线?",我打算去北京玩三天，能给我推荐条路线不？,passed,passed,,
"我要去南昌玩三天,帮我规划一个休闲放松的行程",请帮我安排一个去赣州玩三天的轻松休闲行程,passed,passed,,
"我想带孩子在上海玩三天,可以帮我规划一下吗?",我打算带孩子在广州玩三天，能帮我规划一下行程不？,passed,passed,,
"我想和男朋友去扬州玩3天,帮我规划一下行程",请帮我和男朋友规划一下去杭州玩3天的行程,passed,passed,,
"帮我规划一个上海三日游计划,要有迪士尼乐园和东方明珠",麻烦给我规划一个上海三日游计划，要包含迪士尼乐园和东方明珠,passed,passed,,
我后天想去上海玩两天帮我规划一下行程,请帮我规划一下我后天去北京玩两天的行程,passed,passed,,
下个月1号我想去北京玩两天，帮我规划一个行程,请在下个月1号帮我规划一个去颐和园玩两天的行程,passed,passed,,
三月下旬想去北京玩3天,麻烦规划一下三月下旬去颐和园玩3天的行程,passed,passed,,
国庆节想去北京玩一周,国庆节想去颐和园游玩一周,passed,passed,,
我想看看第一个,我打算瞧瞧第一个,passed,passed,,
查看一下东方明珠广播电视塔,请查看一下广州塔,passed,passed,,
最后一个地点放到第一位,麻烦把最后一个地点（故宫）调到第一位,passed,passed,,
看一下第三天的日程,请查看一下第三天的安排,passed,passed,,
把豫园放到东方明珠广播电视塔前面,麻烦把外滩放到上海中心大厦前面,passed,passed,,
第二个地点周边的美食都有什么?,麻烦说一下第二个地点周围有啥好吃的,passed,passed,,
第一天和第二天换一下,麻烦把周一和周二的日程换一下,passed,passed,,
把第二天的行程提前一天,麻烦把后天的会议安排提前到明天,passed,passed,,
第一个地点和第二个换一下位置,麻烦把第一个地点（天安门）和第二个地点（国家大剧院）换一下位置,passed,passed,,
第一天帮我加上迪士尼,麻烦在第一天给我加上欢乐谷,passed,passed,,
搜一下第二个景点周边美食,请找一下第二个景点周边的火锅店,passed,passed,,
帮我删掉第一个景点,麻烦把第一个景点给删掉,passed,passed,,
第二天添加一个酒店,麻烦在第二天添加一家旅馆,passed,passed,,
将第二天的酒店删除,麻烦把后天订的民宿删掉,passed,passed,,
给我讲讲现在完成时的语法怎么用,帮我说说一般将来时的语法使用方法,passed,passed,,
最后一个地点不想要了,请把最后一个地点（比如故宫）删掉,passed,passed,,
我想每天背20个新单词，能帮我安排吗,能不能帮我安排每天背20个新单词的计划,passed,passed,,
给我讲讲现在完成时和现在完成进行时的区别,麻烦给我说说现在完成时和现在完成进行时的不同之处,passed,passed,,
我想练习在餐厅点餐的英语对话,我想反复练习在中餐厅点餐的英语对话,passed,passed,,
让我模仿这个句子读一下，看看我读得对不对,麻烦让我模仿这个句子读一下，看看我发音准不准,passed,passed,,
我想练习在商场购物的英语对话,我打算练习在便利店购物的英语对话,passed,passed,,
帮我纠正一下我‘th’这个音的发音,请帮我纠正一下我‘ch’这个音的发音,passed,passed,,
放一段英语新闻，考考我听懂了多少,麻烦放一段 CNN 的英语新闻，看看我能听懂多少,passed,passed,,
给我一段机场的英语对话听力,麻烦给我一段火车站的英语对话听力,passed,passed,,
播放一段著名电影的原声台词，让我猜猜是哪部电影,麻烦播放一段知名电影的原声台词，让我猜猜是哪部电影,passed,passed,,
来一段乱世佳人里的经典对话听听,请给我来一段《飘》里的经典对话听听,passed,passed,,
用英文帮我介绍下法国大革命,请用英文给我讲讲法国七月革命,passed,passed,,
来一些英语六级考试听力真题,麻烦提供一些英语六级考试听力真题,passed,passed,,
我要学习商务谈判中的常用英语句子,我打算学习商务洽谈中常用的英语句子,passed,passed,,
在英文邮件中常用的问候语句有哪些,麻烦查一下英文日常邮件里常用的问候语句,passed,passed,,
我的英国朋友今年在中国过年，帮我用英语介绍下过年的一些习俗,能不能用英语帮我给我的加拿大朋友介绍下在中国过年有啥习俗,passed,passed,,
教教我在酒店办理入住的英语怎么说,麻烦告诉我在宾馆办理入住的英语怎么说,passed,passed,,
讲讲学术论文里怎么引用文献的英语表述,麻烦说一下学术论文里引用文献该怎么用英语表达,passed,passed,,
我有一个外国朋友要做核磁共振，帮我用英语给他介绍下注意事项,我有个外国友人要做X光检查，麻烦用英语给他讲下注意事项,passed,passed,,
我想了解一些常见疾病的英文名,我想知道一些常见病症的英文说法,passed,passed,,
教教我如果在国外护照丢了怎么用英文寻求帮助,麻烦教教我在国外旅行时护照丢了该怎么用英文寻求帮助,passed,passed,,
我想学习一些汽车零部件的英文名,我打算学习一些汽车零部件的英文名称,passed,passed,,
"Should friends be honest with each other?
教教我在酒店办理入住的英语怎么说",请告诉我在宾馆办理入住的英文怎么说,passed,passed,,
有本小说主人公是个孤独的少年，有奇幻经历，求书名,能不能推荐一本主角是孤单少年，有奇妙经历的小说书名,passed,passed,,
有一部小说讲的是家族兴衰，主角历经磨难，是什么书,有没有那种讲家族起落，主人公历经千辛万苦的小说,passed,passed,,
有部描写古代宫廷斗争的小说，是哪个朝代的,那部讲古代王府争斗的小说，故事背景是哪个朝代呀,passed,passed,,
找一部风格压抑、充满隐喻的文学作品,麻烦找一部风格压抑、带有隐喻的文学书籍,passed,passed,,
找一位擅写人性挣扎、文字犀利的作者的作品,麻烦帮我搜寻一下擅长描写人性挣扎、文笔尖锐的作者写的书,passed,passed,,
有部电影是关于时空穿越拯救世界的，叫啥,给我说说有部讲时空穿越拯救地球的电影叫啥,passed,passed,,
有部电影主角是个勇敢的女战士，对抗邪恶势力，是什么影片,帮我找找有个勇敢女战士主角对抗邪恶势力的电影,passed,passed,,
有部电视剧，男主角断了一条手臂，等了女主角16年的叫什么,能不能告诉我有部男主角断了胳膊，等了女主角16年的电视剧叫啥,passed,passed,,
有一部有一个白人光头男开着车整天飙车的美国电影,有没有一部电影，是一个白人光头男在美国整天开着车飙车的,passed,passed,,
有部90年代的爱情文艺片，名字是？,能不能帮我找找90年代的爱情文艺电影,passed,passed,,
周星驰主演的有四大才子的电影是什么,周星驰演的包含四大才子的电影叫啥,passed,passed,,
有首歌是关于青春梦想的，旋律轻快，是哪首,能不能帮我找出一首旋律轻松，和青春奋斗有关的歌,passed,passed,,
有首歌歌词里有远方的路，歌名是什么,请帮我查一下，哪首歌的歌词里有‘远方的路’，歌名是啥,passed,passed,,
32路还是穿过挹江门是什么歌的歌词,32路穿过玄武门这句歌词出自哪首歌,passed,passed,,
南京女歌手，单名一个薇字的有谁,能告诉我苏州单名一个薇字的女歌手有谁吗,passed,passed,,
找一首具有民族风又融合现代节奏的歌曲,帮我搜一首结合现代韵律的民族风格歌曲,passed,passed,,
有首80年代节奏感强的摇滚歌曲，求歌名,能不能帮我查一下80年代那种节奏超带感的重金属摇滚歌曲叫啥名,passed,passed,,
找一位嗓音沙哑、擅唱抒情摇滚的歌手的歌,帮我搜一下嗓音沙哑、擅唱抒情摇滚的歌手的曲目,passed,passed,,
"菊花残,满地伤是什么歌的歌词",‘菊花残，满地伤’这句歌词出自哪首歌呀,passed,passed,,
"有个小男孩在魔法学学校,戴着眼镜,和他的小伙伴一起冒险,对抗邪恶势力",麻烦讲一下，有个戴眼镜的小男孩在魔法城堡里，和小伙伴一块冒险，对抗邪恶势力的事儿,passed,passed,,
辨别播放歌曲/哼唱的歌词的演唱者;"告诉我这歌是谁唱的?",帮我查一下这首正在放的歌是谁唱的,passed,passed,,
准确识别播放中/哼唱歌词名称;"能识别出现在放的这首歌吗?",麻烦识别一下正在播放的这首曲子叫什么,passed,passed,,
抓取歌曲中/哼唱的歌词内容;"帮我找出这首歌的歌词",麻烦帮我把这首曲子里的歌词找出来,passed,passed,,
确定歌曲/哼唱歌词的音乐风格;"这歌属于什么风格?",麻烦确定一下这首曲子的音乐风格,passed,passed,,
"根据不同场景推荐合适歌曲;""开车时适合听什么歌,推荐一下""",给我推荐些开车的时候听的歌,passed,passed,,
按照音乐风格推荐歌曲;"推荐点爵士风格的歌",麻烦推荐一些摇滚风格的歌曲,passed,passed,,
推送当前热门歌曲;"给我推荐几首热门的歌",请给我推荐几首当下流行的热门歌曲,passed,passed,,
"通过哼唱歌词片段搜索歌曲;""我记得一句歌词,帮我找歌""",我哼了句歌词，能帮我找到对应的歌曲不,passed,passed,,
根据模糊描述搜索歌曲;"找一首旋律欢快的歌",帮我搜一首节奏欢快的曲子,passed,passed,,
"依据心情推荐相关歌曲;""心情低落,推荐能振奋的歌""",麻烦推荐些能振奋心情的歌，我这会儿心情不太好,passed,passed,,
按照音乐类型搜索;"找流行音乐",帮我搜一下爵士音乐,passed,passed,,
根据模糊描述搜索歌曲;"找周杰伦的歌",帮我搜一下陈奕迅的歌,passed,passed,,
来点最新3C国补政策解读的新闻,能给我找找最近3C家电国家补贴政策解读的新闻吗,passed,passed,,
和我聊聊我感兴趣的领域,麻烦跟我探讨一下我感兴趣的领域,passed,passed,,
"如果一个数字乘以5然后加上6，结果是34，那么这个数字是什么？
这个数再乘以2呢，是多少",麻烦算一下，要是一个数乘5再加6得34，这个数是多少，再把这个数乘2是多少,passed,passed,,
"给我讲个安徒生童话
再换一个故事讲讲",麻烦给我讲个王尔德童话，然后再换个故事说说,passed,passed,,
